user,item,time
2,59,1183240800
2,71,1183240800
2,149,1183240800
2,152,1183240800
2,153,1183240800
2,154,1183240800
2,155,1183240800
2,157,1183240800
2,160,1183240800
2,162,1183240800
2,163,1183240800
2,166,1183240800
2,170,1183240800
2,171,1183240800
2,172,1183240800
2,173,1183240800
2,176,1183240800
2,180,1183240800
2,181,1183240800
2,183,1183240800
2,184,1183240800
2,185,1183240800
2,156,1188597600
2,47,1191189600
2,64,1191189600
2,148,1191189600
2,151,1191189600
2,159,1191189600
2,178,1191189600
2,186,1191189600
2,165,1193871600
2,45,1196463600
2,147,1196463600
2,174,1196463600
2,179,1196463600
3,47,1207000800
3,148,1207000800
3,167,1207000800
3,176,1207000800
3,184,1207000800
3,188,1207000800
3,189,1207000800
3,190,1207000800
3,192,1207000800
3,193,1207000800
3,195,1207000800
3,196,1207000800
3,197,1207000800
3,198,1207000800
3,199,1207000800
3,200,1207000800
3,201,1207000800
3,202,1207000800
3,203,1207000800
3,204,1207000800
3,205,1207000800
3,206,1207000800
3,207,1207000800
3,208,1207000800
3,209,1207000800
3,211,1207000800
3,212,1207000800
3,213,1207000800
3,214,1207000800
3,215,1207000800
3,216,1207000800
3,217,1207000800
3,218,1207000800
3,219,1207000800
3,220,1207000800
3,221,1207000800
3,222,1207000800
3,223,1207000800
3,224,1207000800
3,225,1207000800
3,226,1207000800
3,227,1207000800
3,228,1207000800
3,229,1207000800
3,230,1207000800
3,231,1207000800
3,232,1207000800
3,194,1280613600
3,210,1280613600
4,233,1293836400
4,234,1293836400
4,235,1293836400
4,236,1293836400
4,237,1293836400
4,238,1293836400
4,239,1293836400
4,240,1293836400
4,241,1293836400
4,242,1293836400
4,243,1293836400
4,244,1293836400
4,245,1293836400
4,246,1293836400
4,247,1293836400
4,248,1293836400
4,249,1293836400
4,250,1293836400
4,251,1293836400
4,252,1293836400
4,253,1293836400
4,254,1293836400
4,255,1293836400
4,256,1293836400
4,257,1293836400
4,258,1293836400
4,259,1293836400
4,260,1293836400
4,261,1293836400
4,262,1293836400
4,263,1293836400
4,264,1293836400
4,265,1293836400
4,266,1293836400
4,267,1293836400
4,268,1293836400
4,269,1293836400
4,270,1293836400
4,271,1293836400
4,272,1293836400
4,273,1293836400
4,274,1293836400
4,275,1293836400
4,276,1293836400
4,277,1293836400
4,278,1293836400
4,279,1293836400
4,280,1293836400
4,281,1293836400
5,282,1193871600
5,61,1201732200
5,83,1201732200
5,251,1201732200
5,283,1201732200
5,284,1201732200
5,285,1201732200
5,286,1201732200
5,287,1201732200
5,288,1201732200
5,289,1201732200
5,290,1201732200
5,291,1201732200
5,292,1201732200
5,293,1201732200
5,294,1201732200
5,295,1201732200
5,296,1201732200
5,297,1201732200
5,298,1201732200
5,299,1201732200
5,300,1201732200
5,301,1201732200
5,302,1201732200
5,303,1201732200
5,304,1201732200
5,305,1201732200
5,306,1201732200
5,307,1201732200
5,308,1201732200
5,309,1201732200
5,310,1201732200
5,311,1201732200
5,312,1201732200
5,313,1201732200
5,314,1201732200
5,315,1201732200
5,316,1201732200
5,317,1201732200
5,318,1201732200
5,319,1201732200
5,320,1201732200
5,321,1201732200
5,322,1201732200
5,323,1201732200
5,324,1201732200
5,325,1201732200
5,326,1201732200
5,327,1201732200
6,65,1162335600
6,83,1162335600
6,91,1162335600
6,245,1162335600
6,251,1162335600
6,259,1162335600
6,282,1162335600
6,283,1162335600
6,285,1162335600
6,286,1162335600
6,289,1162335600
6,290,1162335600
6,292,1162335600
6,294,1162335600
6,296,1162335600
6,305,1162335600
6,317,1162335600
6,328,1162335600
6,329,1162335600
6,330,1162335600
6,331,1162335600
6,332,1162335600
6,333,1162335600
6,334,1162335600
6,335,1162335600
6,336,1162335600
6,337,1162335600
6,338,1162335600
6,339,1162335600
6,340,1162335600
6,341,1162335600
6,342,1162335600
6,343,1162335600
6,344,1162335600
6,345,1162335600
6,346,1162335600
6,347,1162335600
6,348,1162335600
6,349,1162335600
6,350,1162335600
6,352,1162335600
6,353,1162335600
6,354,1162335600
6,355,1162335600
6,356,1162335600
6,357,1162335600
6,358,1162335600
6,359,1162335600
6,360,1162335600
7,364,1193871600
7,369,1193871600
7,376,1193871600
7,378,1193871600
7,384,1193871600
7,390,1193871600
7,397,1193871600
7,400,1193871600
7,409,1193871600
7,361,1209592800
7,362,1209592800
7,363,1209592800
7,365,1209592800
7,366,1209592800
7,368,1209592800
7,370,1209592800
7,371,1209592800
7,372,1209592800
7,373,1209592800
7,374,1209592800
7,375,1209592800
7,377,1209592800
7,379,1209592800
7,380,1209592800
7,381,1209592800
7,382,1209592800
7,383,1209592800
7,385,1209592800
7,386,1209592800
7,387,1209592800
7,388,1209592800
7,389,1209592800
7,391,1209592800
7,392,1209592800
7,393,1209592800
7,394,1209592800
7,395,1209592800
7,396,1209592800
7,398,1209592800
7,399,1209592800
7,401,1209592800
7,402,1209592800
7,403,1209592800
7,405,1209592800
7,406,1209592800
7,407,1209592800
7,408,1209592800
7,7,1212271200
7,367,1285884000
8,211,1185919200
8,422,1185919200
8,425,1185919200
8,148,1201820400
8,153,1201820400
8,194,1201820400
8,202,1201820400
8,213,1201820400
8,219,1201820400
8,222,1201820400
8,223,1201820400
8,410,1201820400
8,411,1201820400
8,413,1201820400
8,414,1201820400
8,415,1201820400
8,416,1201820400
8,417,1201820400
8,418,1201820400
8,419,1201820400
8,420,1201820400
8,421,1201820400
8,423,1201820400
8,424,1201820400
8,426,1201820400
8,427,1201820400
8,428,1201820400
8,429,1201820400
8,430,1201820400
8,431,1201820400
8,432,1201820400
8,433,1201820400
8,435,1201820400
8,436,1201820400
8,437,1201820400
8,438,1201820400
8,439,1201820400
8,440,1201820400
8,441,1201820400
8,442,1201820400
8,443,1201820400
8,444,1201820400
8,445,1201820400
8,446,1201820400
8,447,1201820400
8,448,1201820400
8,434,1207000800
8,193,1209592800
8,412,1220220000
9,449,1225494000
9,61,1243807200
9,83,1243807200
9,151,1243807200
9,224,1243807200
9,228,1243807200
9,282,1243807200
9,283,1243807200
9,286,1243807200
9,288,1243807200
9,289,1243807200
9,294,1243807200
9,295,1243807200
9,298,1243807200
9,300,1243807200
9,319,1243807200
9,321,1243807200
9,323,1243807200
9,338,1243807200
9,343,1243807200
9,450,1243807200
9,451,1243807200
9,453,1243807200
9,454,1243807200
9,455,1243807200
9,456,1243807200
9,457,1243807200
9,458,1243807200
9,459,1243807200
9,460,1243807200
9,461,1243807200
9,463,1243807200
9,464,1243807200
9,466,1243807200
9,467,1243807200
9,468,1243807200
9,469,1243807200
9,470,1243807200
9,471,1243807200
9,472,1243807200
9,473,1243807200
9,474,1243807200
9,475,1243807200
9,476,1243807200
9,477,1243807200
9,478,1243807200
9,479,1243807200
9,452,1249077600
9,465,1249077600
10,66,1264978800
10,183,1264978800
10,224,1264978800
10,282,1264978800
10,338,1264978800
10,371,1264978800
10,399,1264978800
10,401,1264978800
10,460,1264978800
10,481,1264978800
10,482,1264978800
10,483,1264978800
10,484,1264978800
10,485,1264978800
10,487,1264978800
10,488,1264978800
10,489,1264978800
10,490,1264978800
10,491,1264978800
10,492,1264978800
10,493,1264978800
10,494,1264978800
10,495,1264978800
10,496,1264978800
10,499,1264978800
10,500,1264978800
10,501,1264978800
10,502,1264978800
10,503,1264978800
10,504,1264978800
10,505,1264978800
10,506,1264978800
10,507,1264978800
10,508,1264978800
10,509,1264978800
10,510,1264978800
10,512,1264978800
10,513,1264978800
10,514,1264978800
10,516,1264978800
10,372,1267398000
10,497,1267398000
10,480,1272664800
10,515,1275343200
10,511,1277935200
10,185,1280613600
10,498,1280613600
10,294,1291158000
10,327,1293836400
11,49,1246399200
11,327,1246399200
11,61,1251756000
11,167,1251756000
11,222,1251756000
11,286,1251756000
11,289,1251756000
11,292,1251756000
11,293,1251756000
11,294,1251756000
11,296,1251756000
11,304,1251756000
11,310,1251756000
11,312,1251756000
11,319,1251756000
11,322,1251756000
11,338,1251756000
11,343,1251756000
11,346,1251756000
11,372,1251756000
11,455,1251756000
11,460,1251756000
11,492,1251756000
11,517,1251756000
11,518,1251756000
11,519,1251756000
11,520,1251756000
11,521,1251756000
11,522,1251756000
11,523,1251756000
11,524,1251756000
11,525,1251756000
11,526,1251756000
11,527,1251756000
11,528,1251756000
11,529,1251756000
11,530,1251756000
11,531,1251756000
11,532,1251756000
11,533,1251756000
11,534,1251756000
11,535,1251756000
11,536,1251756000
11,537,1251756000
11,538,1251756000
11,539,1251756000
11,540,1251756000
11,541,1251756000
11,542,1251756000
12,543,1217541600
12,544,1217541600
12,545,1217541600
12,547,1217541600
12,548,1217541600
12,549,1217541600
12,550,1217541600
12,551,1217541600
12,552,1217541600
12,553,1217541600
12,554,1217541600
12,555,1217541600
12,556,1217541600
12,557,1217541600
12,558,1217541600
12,559,1217541600
12,560,1217541600
12,561,1217541600
12,562,1217541600
12,563,1217541600
12,564,1217541600
12,565,1217541600
12,566,1217541600
12,567,1217541600
12,568,1217541600
12,569,1217541600
12,570,1217541600
12,571,1217541600
12,572,1217541600
12,573,1217541600
12,574,1217541600
12,575,1217541600
12,576,1217541600
12,577,1217541600
12,578,1217541600
12,579,1217541600
12,580,1217541600
12,581,1217541600
12,582,1217541600
12,583,1217541600
12,584,1217541600
12,585,1217541600
12,586,1217541600
12,587,1217541600
12,588,1217541600
12,589,1217541600
12,590,1217541600
12,591,1217541600
12,592,1217541600
13,148,1298934000
13,153,1298934000
13,191,1298934000
13,197,1298934000
13,199,1298934000
13,206,1298934000
13,209,1298934000
13,212,1298934000
13,216,1298934000
13,221,1298934000
13,227,1298934000
13,260,1298934000
13,423,1298934000
13,505,1298934000
13,593,1298934000
13,594,1298934000
13,595,1298934000
13,596,1298934000
13,597,1298934000
13,598,1298934000
13,599,1298934000
13,600,1298934000
13,601,1298934000
13,602,1298934000
13,603,1298934000
13,604,1298934000
13,605,1298934000
13,606,1298934000
13,607,1298934000
13,608,1298934000
13,609,1298934000
13,610,1298934000
13,611,1298934000
13,612,1298934000
13,613,1298934000
13,614,1298934000
13,615,1298934000
13,616,1298934000
13,617,1298934000
13,618,1298934000
13,619,1298934000
13,620,1298934000
13,621,1298934000
13,622,1298934000
13,623,1298934000
13,624,1298934000
13,625,1298934000
13,626,1298934000
13,627,1298934000
14,628,1209592800
14,632,1209592800
14,656,1214863200
14,669,1222812000
14,666,1228086000
14,340,1275343200
14,662,1275343200
14,638,1277935200
14,651,1277935200
14,672,1277935200
14,83,1280613600
14,155,1280613600
14,380,1280613600
14,526,1280613600
14,630,1280613600
14,631,1280613600
14,633,1280613600
14,635,1280613600
14,636,1280613600
14,637,1280613600
14,640,1280613600
14,643,1280613600
14,645,1280613600
14,646,1280613600
14,647,1280613600
14,648,1280613600
14,652,1280613600
14,653,1280613600
14,654,1280613600
14,655,1280613600
14,657,1280613600
14,658,1280613600
14,659,1280613600
14,660,1280613600
14,663,1280613600
14,664,1280613600
14,665,1280613600
14,667,1280613600
14,668,1280613600
14,670,1280613600
14,629,1285884000
14,639,1285884000
14,641,1285884000
14,642,1285884000
14,644,1285884000
14,649,1285884000
14,650,1285884000
14,661,1285884000
14,671,1285884000
15,61,1246399200
15,83,1246399200
15,223,1246399200
15,224,1246399200
15,282,1246399200
15,283,1246399200
15,286,1246399200
15,292,1246399200
15,294,1246399200
15,300,1246399200
15,318,1246399200
15,319,1246399200
15,338,1246399200
15,397,1246399200
15,455,1246399200
15,458,1246399200
15,460,1246399200
15,492,1246399200
15,520,1246399200
15,522,1246399200
15,532,1246399200
15,538,1246399200
15,542,1246399200
15,673,1246399200
15,674,1246399200
15,675,1246399200
15,676,1246399200
15,677,1246399200
15,678,1246399200
15,679,1246399200
15,680,1246399200
15,681,1246399200
15,682,1246399200
15,683,1246399200
15,684,1246399200
15,685,1246399200
15,686,1246399200
15,687,1246399200
15,688,1246399200
15,689,1246399200
15,690,1246399200
15,691,1246399200
15,692,1246399200
15,693,1246399200
15,694,1246399200
15,695,1246399200
15,696,1246399200
15,697,1246399200
15,698,1246399200
16,59,1201820400
16,65,1201820400
16,66,1201820400
16,82,1201820400
16,157,1201820400
16,168,1201820400
16,184,1201820400
16,214,1201820400
16,221,1201820400
16,224,1201820400
16,372,1201820400
16,383,1201820400
16,505,1201820400
16,527,1201820400
16,699,1201820400
16,700,1201820400
16,701,1201820400
16,702,1201820400
16,703,1201820400
16,704,1201820400
16,705,1201820400
16,706,1201820400
16,707,1201820400
16,708,1201820400
16,709,1201820400
16,710,1201820400
16,711,1201820400
16,712,1201820400
16,713,1201820400
16,714,1201820400
16,715,1201820400
16,716,1201820400
16,717,1201820400
16,718,1201820400
16,719,1201820400
16,720,1201820400
16,721,1201820400
16,722,1201820400
16,723,1201820400
16,724,1201820400
16,725,1201820400
16,726,1201820400
16,727,1201820400
16,728,1201820400
16,729,1201820400
16,730,1201820400
16,731,1201820400
16,732,1201820400
16,733,1201820400
17,82,1272664800
17,135,1272664800
17,157,1272664800
17,195,1272664800
17,498,1272664800
17,506,1272664800
17,734,1272664800
17,735,1272664800
17,736,1272664800
17,737,1272664800
17,738,1272664800
17,739,1272664800
17,740,1272664800
17,741,1272664800
17,742,1272664800
17,743,1272664800
17,744,1272664800
17,745,1272664800
17,746,1272664800
17,747,1272664800
17,748,1272664800
17,749,1272664800
17,750,1272664800
17,751,1272664800
17,752,1272664800
17,753,1272664800
17,754,1272664800
17,755,1272664800
17,756,1272664800
17,757,1272664800
17,758,1272664800
17,759,1272664800
17,760,1272664800
17,761,1272664800
17,762,1272664800
17,763,1272664800
17,764,1272664800
17,765,1272664800
17,766,1272664800
17,767,1272664800
17,768,1272664800
17,769,1272664800
17,770,1272664800
17,771,1272664800
17,772,1272664800
17,773,1272664800
17,774,1272664800
17,775,1272664800
17,776,1272664800
18,61,1157061600
18,65,1157061600
18,83,1157061600
18,282,1157061600
18,283,1157061600
18,286,1157061600
18,287,1157061600
18,289,1157061600
18,292,1157061600
18,293,1157061600
18,294,1157061600
18,296,1157061600
18,300,1157061600
18,304,1157061600
18,312,1157061600
18,319,1157061600
18,346,1157061600
18,455,1157061600
18,459,1157061600
18,460,1157061600
18,470,1157061600
18,517,1157061600
18,525,1157061600
18,529,1157061600
18,537,1157061600
18,654,1157061600
18,668,1157061600
18,673,1157061600
18,675,1157061600
18,680,1157061600
18,695,1157061600
18,777,1157061600
18,779,1157061600
18,780,1157061600
18,781,1157061600
18,782,1157061600
18,783,1157061600
18,784,1157061600
18,785,1157061600
18,786,1157061600
18,788,1157061600
18,789,1157061600
18,790,1157061600
18,791,1157061600
18,792,1157061600
18,793,1157061600
18,794,1157061600
18,49,1164927600
18,778,1164927600
19,497,1243807200
19,508,1243807200
19,795,1243807200
19,796,1243807200
19,797,1243807200
19,798,1243807200
19,799,1243807200
19,800,1243807200
19,801,1243807200
19,802,1243807200
19,803,1243807200
19,804,1243807200
19,805,1243807200
19,806,1243807200
19,807,1243807200
19,808,1243807200
19,809,1243807200
19,810,1243807200
19,811,1243807200
19,812,1243807200
19,813,1243807200
19,814,1243807200
19,815,1243807200
19,816,1243807200
19,817,1243807200
19,818,1243807200
19,819,1243807200
19,820,1243807200
19,821,1243807200
19,822,1243807200
19,823,1243807200
19,824,1243807200
19,825,1243807200
19,826,1243807200
19,827,1243807200
19,828,1243807200
19,829,1243807200
19,830,1243807200
19,831,1243807200
19,832,1243807200
19,833,1243807200
19,834,1243807200
19,835,1243807200
19,836,1243807200
19,837,1243807200
19,838,1243807200
19,839,1243807200
19,840,1243807200
19,841,1243807200
20,6,1249077600
20,146,1249077600
20,153,1249077600
20,157,1249077600
20,175,1249077600
20,214,1249077600
20,220,1249077600
20,221,1249077600
20,227,1249077600
20,414,1249077600
20,430,1249077600
20,505,1249077600
20,593,1249077600
20,609,1249077600
20,701,1249077600
20,842,1249077600
20,843,1249077600
20,844,1249077600
20,845,1249077600
20,846,1249077600
20,847,1249077600
20,848,1249077600
20,849,1249077600
20,850,1249077600
20,851,1249077600
20,852,1249077600
20,853,1249077600
20,854,1249077600
20,855,1249077600
20,856,1249077600
20,857,1249077600
20,858,1249077600
20,859,1249077600
20,860,1249077600
20,861,1249077600
20,862,1249077600
20,863,1249077600
20,864,1249077600
20,865,1249077600
20,866,1249077600
20,867,1249077600
20,868,1249077600
20,869,1249077600
20,870,1249077600
20,871,1249077600
20,872,1249077600
20,873,1249077600
20,874,1249077600
20,875,1249077600
21,777,1220220000
21,61,1251756000
21,83,1251756000
21,151,1251756000
21,161,1251756000
21,223,1251756000
21,251,1251756000
21,252,1251756000
21,279,1251756000
21,282,1251756000
21,283,1251756000
21,285,1251756000
21,289,1251756000
21,292,1251756000
21,294,1251756000
21,295,1251756000
21,296,1251756000
21,304,1251756000
21,310,1251756000
21,327,1251756000
21,334,1251756000
21,419,1251756000
21,431,1251756000
21,520,1251756000
21,683,1251756000
21,684,1251756000
21,703,1251756000
21,780,1251756000
21,876,1251756000
21,877,1251756000
21,878,1251756000
21,879,1251756000
21,880,1251756000
21,881,1251756000
21,882,1251756000
21,883,1251756000
21,884,1251756000
21,885,1251756000
21,886,1251756000
21,887,1251756000
21,888,1251756000
21,889,1251756000
21,890,1251756000
21,891,1251756000
21,892,1251756000
21,893,1251756000
21,894,1251756000
21,895,1251756000
21,896,1251756000
22,61,1199142000
22,288,1199142000
22,777,1199142000
22,49,1228086000
22,83,1228086000
22,282,1228086000
22,283,1228086000
22,284,1228086000
22,287,1228086000
22,290,1228086000
22,296,1228086000
22,302,1228086000
22,303,1228086000
22,304,1228086000
22,305,1228086000
22,308,1228086000
22,312,1228086000
22,322,1228086000
22,325,1228086000
22,343,1228086000
22,348,1228086000
22,449,1228086000
22,453,1228086000
22,456,1228086000
22,463,1228086000
22,470,1228086000
22,478,1228086000
22,525,1228086000
22,537,1228086000
22,695,1228086000
22,791,1228086000
22,897,1228086000
22,898,1228086000
22,899,1228086000
22,900,1228086000
22,901,1228086000
22,902,1228086000
22,903,1228086000
22,904,1228086000
22,905,1228086000
22,906,1228086000
22,907,1228086000
22,319,1243807200
22,149,1257030000
22,151,1257030000
22,289,1257030000
22,323,1257030000
22,344,1267398000
22,346,1272664800
23,929,1214863200
23,910,1217541600
23,917,1217541600
23,918,1217541600
23,921,1217541600
23,922,1217541600
23,5,1220220000
23,23,1220220000
23,701,1220220000
23,712,1220220000
23,832,1220220000
23,909,1220220000
23,911,1220220000
23,912,1220220000
23,914,1220220000
23,915,1220220000
23,919,1220220000
23,920,1220220000
23,924,1220220000
23,926,1220220000
23,927,1220220000
23,928,1220220000
23,930,1220220000
23,931,1220220000
23,932,1220220000
23,933,1220220000
23,935,1220220000
23,936,1220220000
23,937,1220220000
23,938,1220220000
23,939,1220220000
23,940,1220220000
23,941,1220220000
23,942,1220220000
23,943,1220220000
23,944,1220220000
23,945,1220220000
23,946,1220220000
23,947,1220220000
23,948,1220220000
23,949,1220220000
23,950,1220220000
23,951,1220220000
23,916,1222812000
23,505,1230764400
23,934,1230764400
23,908,1235862000
23,913,1235862000
23,925,1246399200
24,608,1233442800
24,955,1233442800
24,45,1262300400
24,61,1262300400
24,146,1262300400
24,166,1262300400
24,177,1262300400
24,322,1262300400
24,342,1262300400
24,417,1262300400
24,457,1262300400
24,542,1262300400
24,635,1262300400
24,638,1262300400
24,683,1262300400
24,695,1262300400
24,697,1262300400
24,720,1262300400
24,852,1262300400
24,908,1262300400
24,953,1262300400
24,954,1262300400
24,956,1262300400
24,957,1262300400
24,958,1262300400
24,959,1262300400
24,960,1262300400
24,961,1262300400
24,962,1262300400
24,963,1262300400
24,964,1262300400
24,965,1262300400
24,966,1262300400
24,968,1262300400
24,969,1262300400
24,970,1262300400
24,971,1262300400
24,972,1262300400
24,973,1262300400
24,974,1262300400
24,975,1262300400
24,976,1262300400
24,977,1262300400
24,978,1262300400
24,979,1262300400
24,980,1262300400
24,981,1262300400
24,982,1262300400
24,967,1277935200
25,1015,1209592800
25,45,1222812000
25,53,1222812000
25,55,1222812000
25,66,1222812000
25,79,1222812000
25,85,1222812000
25,94,1222812000
25,187,1222812000
25,360,1222812000
25,896,1222812000
25,983,1222812000
25,984,1222812000
25,985,1222812000
25,986,1222812000
25,987,1222812000
25,988,1222812000
25,989,1222812000
25,990,1222812000
25,991,1222812000
25,992,1222812000
25,993,1222812000
25,994,1222812000
25,995,1222812000
25,996,1222812000
25,997,1222812000
25,999,1222812000
25,1000,1222812000
25,1001,1222812000
25,1002,1222812000
25,1003,1222812000
25,1004,1222812000
25,1005,1222812000
25,1006,1222812000
25,1007,1222812000
25,1008,1222812000
25,1009,1222812000
25,1010,1222812000
25,1011,1222812000
25,1012,1222812000
25,1013,1222812000
25,1014,1222812000
25,1016,1222812000
25,1017,1222812000
25,1018,1222812000
25,1019,1222812000
25,1020,1222812000
25,1021,1222812000
25,1022,1222812000
26,83,1298934000
26,155,1298934000
26,203,1298934000
26,282,1298934000
26,283,1298934000
26,286,1298934000
26,294,1298934000
26,296,1298934000
26,311,1298934000
26,312,1298934000
26,322,1298934000
26,327,1298934000
26,372,1298934000
26,449,1298934000
26,455,1298934000
26,458,1298934000
26,460,1298934000
26,466,1298934000
26,475,1298934000
26,492,1298934000
26,494,1298934000
26,522,1298934000
26,525,1298934000
26,528,1298934000
26,531,1298934000
26,537,1298934000
26,673,1298934000
26,680,1298934000
26,681,1298934000
26,698,1298934000
26,700,1298934000
26,899,1298934000
26,942,1298934000
26,957,1298934000
26,1023,1298934000
26,1025,1298934000
26,1026,1298934000
26,1027,1298934000
26,1028,1298934000
26,1029,1298934000
26,1030,1298934000
26,1031,1298934000
26,1032,1298934000
26,1033,1298934000
26,1034,1298934000
26,1035,1298934000
26,1036,1298934000
26,1037,1298934000
26,1024,1304684805
27,184,1196463600
27,222,1196463600
27,223,1196463600
27,224,1196463600
27,228,1196463600
27,282,1196463600
27,283,1196463600
27,285,1196463600
27,289,1196463600
27,294,1196463600
27,298,1196463600
27,309,1196463600
27,312,1196463600
27,315,1196463600
27,319,1196463600
27,327,1196463600
27,338,1196463600
27,349,1196463600
27,449,1196463600
27,450,1196463600
27,455,1196463600
27,459,1196463600
27,465,1196463600
27,475,1196463600
27,492,1196463600
27,515,1196463600
27,532,1196463600
27,640,1196463600
27,673,1196463600
27,674,1196463600
27,681,1196463600
27,784,1196463600
27,899,1196463600
27,942,1196463600
27,957,1196463600
27,1034,1196463600
27,1038,1196463600
27,1039,1196463600
27,1040,1196463600
27,1041,1196463600
27,1042,1196463600
27,1043,1196463600
27,1044,1196463600
27,1045,1196463600
27,1046,1196463600
27,1047,1196463600
27,1048,1196463600
27,1049,1196463600
27,1050,1196463600
28,27,1296514800
28,53,1298934000
28,283,1298934000
28,1057,1298934000
28,1065,1298934000
28,1071,1298934000
28,1075,1298934000
28,1051,1304596433
28,1059,1304596448
28,963,1304596461
28,1052,1304596461
28,871,1304596463
28,1058,1304596464
28,748,1304596467
28,61,1304596468
28,71,1304596468
28,153,1304596468
28,221,1304596468
28,232,1304596468
28,509,1304596468
28,528,1304596468
28,597,1304596468
28,950,1304596468
28,1056,1304596468
28,1062,1304596468
28,1063,1304596468
28,1064,1304596468
28,1066,1304596468
28,1068,1304596468
28,1072,1304596468
28,1073,1304596468
28,1074,1304596468
28,1076,1304596468
28,1077,1304596468
28,1078,1304596468
28,1079,1304596468
28,1053,1304596476
28,1054,1304596476
28,1060,1304596476
28,1061,1304596476
28,50,1304596479
28,49,1304596481
28,866,1304596481
28,1055,1304596481
28,1067,1304596481
28,1069,1304596481
28,1070,1304596481
28,1019,1304684835
28,66,1304684840
29,82,1280613600
29,148,1280613600
29,149,1280613600
29,153,1280613600
29,164,1280613600
29,167,1280613600
29,184,1280613600
29,190,1280613600
29,194,1280613600
29,197,1280613600
29,211,1280613600
29,214,1280613600
29,221,1280613600
29,224,1280613600
29,228,1280613600
29,371,1280613600
29,412,1280613600
29,422,1280613600
29,423,1280613600
29,435,1280613600
29,441,1280613600
29,487,1280613600
29,527,1280613600
29,593,1280613600
29,614,1280613600
29,799,1280613600
29,842,1280613600
29,848,1280613600
29,866,1280613600
29,1080,1280613600
29,1081,1280613600
29,1082,1280613600
29,1083,1280613600
29,1084,1280613600
29,1085,1280613600
29,1086,1280613600
29,1087,1280613600
29,1088,1280613600
29,1089,1280613600
29,1090,1280613600
29,1091,1280613600
29,1092,1280613600
29,1093,1280613600
29,1094,1280613600
29,1095,1280613600
29,1096,1280613600
29,1097,1280613600
29,1098,1280613600
29,1099,1280613600
30,227,1162335600
30,608,1162335600
30,955,1162335600
30,1101,1162335600
30,1110,1162335600
30,1122,1162335600
30,1124,1162335600
30,1107,1164927600
30,1114,1164927600
30,1119,1172703600
30,177,1183240800
30,50,1195120800
30,146,1195120800
30,601,1195120800
30,626,1195120800
30,959,1195120800
30,968,1195120800
30,1089,1195120800
30,1104,1195120800
30,1105,1195120800
30,1106,1195120800
30,1109,1195120800
30,1111,1195120800
30,1113,1195120800
30,1115,1195120800
30,1117,1195120800
30,1118,1195120800
30,1120,1195120800
30,1123,1195120800
30,1125,1195120800
30,1126,1195120800
30,1127,1195120800
30,1129,1195120800
30,1130,1195120800
30,1131,1195120800
30,1133,1195120800
30,1134,1195120800
30,1135,1195120800
30,1136,1195120800
30,182,1207000800
30,1132,1254348000
30,412,1257030000
30,1102,1257030000
30,1103,1257030000
30,1108,1257030000
30,1112,1257030000
30,1121,1257030000
30,1116,1267398000
30,1100,1275343200
31,47,1133391600
31,53,1133391600
31,64,1133391600
31,66,1133391600
31,157,1133391600
31,167,1133391600
31,190,1133391600
31,193,1133391600
31,214,1133391600
31,219,1133391600
31,220,1133391600
31,221,1133391600
31,223,1133391600
31,384,1133391600
31,391,1133391600
31,410,1133391600
31,412,1133391600
31,424,1133391600
31,435,1133391600
